,goldstein_DirectFX_IndiaChina,goldstein_DirectFX_IndiaPak,goldstein_OilSupply,goldstein_RiskOff_RusUkr,goldstein_Combined
2016-10-05,2.4840310125460108,2.334517766497461,1.4180716253443528,1.9462100497585784,2.4840310125460108
2016-10-06,2.249845670828355,2.114427985761272,1.284381028695561,1.7627284976945796,2.249845670828355
2016-10-07,2.037738465010945,1.915087463085851,1.2910904684975768,1.596544914034346,2.037738465010945
2016-10-08,1.845627949341221,2.349389416553596,1.9626862783046253,1.4460285097010916,2.349389416553596
2016-10-09,1.671628909145211,2.1278975911437645,2.3628823770252088,1.327090464547677,2.3628823770252088
2016-10-10,1.514033860880478,1.927287203429071,2.140118484743882,1.2019772383598124,2.140118484743882
2016-10-11,2.2954545454545454,1.745589627978715,1.9383559559611483,1.0886592286890606,2.2954545454545454
2016-10-12,2.079047502060331,1.9654639175257729,1.755614859080899,0.9860244257429742,2.079047502060331
2016-10-13,1.8830425217448048,2.07283950617284,1.590101923202914,0.893065655937641,2.07283950617284
2016-10-14,1.705516172759452,1.8774197929618508,1.4401929404364284,0.96229632436529,1.8774197929618508
2016-10-15,1.5447263574530452,1.7004235342429923,1.3044168272590924,0.8715745530118193,1.7004235342429923
2016-10-16,1.399095216757409,2.4343925233644863,1.1814411885126044,1.1419790104947527,2.4343925233644863
2016-10-17,1.2671936463756257,2.2048869165183405,1.215795646462751,2.219473819963889,2.219473819963889
2016-10-18,1.1477272727272727,1.997018257316538,1.1835746754768266,2.0102299609555043,2.0102299609555043
2016-10-19,1.0395237510301656,1.808746693618656,1.1679021049451104,1.8207128462497093,1.8207128462497093
2016-10-20,1.156585365853659,1.6382246830695149,1.0577965739924151,1.6490627106776536,1.6490627106776536
2016-10-21,1.0475467355949868,3.663946280991736,1.500212570378031,1.493595120915935,3.663946280991736
2016-10-22,0.9487878678507852,3.3185228512859486,2.0207007901064924,1.3527844458426734,3.3185228512859486
2016-10-23,0.8593396242789525,3.273809523809524,1.905631923128253,1.734739178690344,3.273809523809524
2016-10-24,0.7783242333491017,2.9651667580068373,1.7259759281539968,1.5711943254655785,2.9651667580068373
2016-10-25,0.7049466766143443,2.685621701215481,1.5632572420789352,1.423067881731341,2.685621701215481
2016-10-26,1.4864285714285717,2.4324311280515523,1.415879077482822,1.2889062563379858,2.4324311280515523
2016-10-27,1.34629353238085,2.20311043436844,1.4126067011207246,1.1673928973831147,2.20311043436844
2016-10-28,1.219369911322782,1.9954092553942304,1.279431317502812,1.0573353726534933,1.9954092553942304
2016-10-29,1.104412184176425,2.380709736123749,1.246117404737384,0.9576536680755654,2.380709736123749
2016-10-30,1.0002922503099765,3.177596741344196,1.9680502688659296,0.914285714285714,3.177596741344196
2016-10-31,0.9059883622855406,2.878024564123314,1.7825097009728166,1.3537634408602153,2.878024564123314
2016-11-01,0.8205750992697157,2.9541973490427096,1.61446121795106,1.2261355842024289,2.9541973490427096
2016-11-02,0.7432142857142858,2.6756864479336824,1.4622557301346035,1.1105400142081896,2.6756864479336824
2016-11-03,0.673146766190425,2.4234325340437715,1.3243996179884074,1.0058423709803324,2.4234325340437715
2016-11-04,0.6096849556613909,2.194960194830489,1.5657279757901816,0.9110152379162024,2.194960194830489
2016-11-05,0.5522060920882125,1.9880273905752888,1.876903163950144,1.33622001170275,1.9880273905752888
2016-11-06,0.5001461251549881,2.4640167364016734,1.9765959183673465,1.210246085262175,2.4640167364016734
2016-11-07,0.4529941811427704,3.0278260869565217,1.790249697952755,1.0961485190047056,3.0278260869565217
2016-11-08,0.4102875496348578,2.828301886792453,1.6214715163771214,0.9928076532103964,2.828301886792453
2016-11-09,0.3716071428571429,2.5616599485501816,1.4686051233126394,0.8992093855749702,2.5616599485501816
2016-11-10,0.3365733830952125,2.320156035198961,2.0756517796418046,1.4430262045646665,2.320156035198961
2016-11-11,0.3048424778306955,2.101420225864421,1.8799669355930744,1.3069829816271474,2.101420225864421
2016-11-12,0.2761030460441063,1.9033060271282087,1.702730541600347,1.1837654152499062,1.9033060271282087
2016-11-13,0.250073062577494,1.7238693091061403,1.5422033453923327,1.07216434952903,1.7238693091061403
2016-11-14,0.8513513513513513,3.2230188679245284,1.396810065028799,0.9710846233485612,3.2230188679245284
2016-11-15,0.7710890655219746,2.919164459048312,1.2651239303785893,0.8795343233695945,2.919164459048312
2016-11-16,1.2136363636363638,2.6439563304382023,1.1458526819704518,0.796615050208185,2.6439563304382023
2016-11-17,1.0992191743566506,2.394693815758241,1.1026894158473106,0.7215131022823332,2.394693815758241
2016-11-18,2.64179104477612,2.233333333333333,0.998731898266253,0.6534914908135737,2.64179104477612
2016-11-19,2.392732665294201,4.05,1.1172062995206886,0.9670097198399086,4.05
2016-11-20,2.1671545972142074,3.668180840268822,1.0118801833405977,0.8758435868322159,3.668180840268822
2016-11-21,1.9628432028152227,3.3223581918309337,0.91648382745128,0.7932722627877177,3.3223581918309337
2016-11-22,1.7777935380293062,3.0091384355023205,0.8300810904377832,1.8469190290273296,3.0091384355023205
2016-11-23,1.610189677568598,2.725447890080521,0.8581285310734462,1.6727982705693698,2.725447890080521
2016-11-24,1.4583868949273493,2.4685026497640625,1.2597583452795411,1.5150929791944157,2.4685026497640625
2016-11-25,1.3208955223880596,2.23578126518947,1.751504604452179,1.372255564816485,2.23578126518947
2016-11-26,1.1963663326471006,2.1140065146579805,1.586379168319532,1.2428843384721238,2.1140065146579805
2016-11-27,4.533333333333333,1.9147057267337964,1.4368211532422952,1.1257097572971937,4.533333333333333
2016-11-28,4.105947277996377,1.7341942868044204,1.310764305722289,1.0195819662768473,4.105947277996377
2016-11-29,3.718853613901292,1.570700803990032,1.1871902499651272,0.9234595145136648,3.718853613901292
2016-11-30,3.36825372204375,1.4226208876521158,2.027700293624161,1.814322606277314,3.36825372204375
2016-12-01,3.050707103300008,1.2885014032226458,1.8365361399702744,2.6939463601532565,3.050707103300008
2016-12-02,2.7630976161968106,1.1670262123360005,1.663394242246968,2.4399709686484217,2.7630976161968106
2016-12-03,2.5026028976606414,1.0570032573289905,1.506575528203408,2.209939446421802,2.5026028976606414
2016-12-04,2.2666666666666666,0.9573528633668982,1.3645411078947216,2.001594453214504,2.2666666666666666
2016-12-05,2.0529736389981883,0.8670971434022101,1.235897172281138,1.8128914625357515,2.0529736389981883
2016-12-06,1.8594268069506457,0.8792792792792791,1.1193813155318733,1.6419786983606337,1.8594268069506457
2016-12-07,1.684126861021875,0.7963840507401556,1.8396792019169643,1.487178963322473,1.8396792019169643
2016-12-08,1.5253535516500036,0.7213038805977067,1.6662409878303326,1.3469731800766285,1.6662409878303326
2016-12-09,1.3815488080984055,0.6533019937827304,1.5091538930444004,1.2199854843242108,1.5091538930444004
2016-12-10,1.2513014488303205,1.037410071942446,1.4141589593202497,1.104969723210901,1.4141589593202497
2016-12-11,1.1333333333333333,0.9396068517039952,1.2808372344871697,1.5085127201565558,1.5085127201565558
2016-12-12,1.026486819499094,0.8510241606928157,1.1600845933453676,1.366295668488909,1.366295668488909
2016-12-13,0.929713403475323,0.7707927211998128,1.0507160687408703,1.2374863193316783,1.2374863193316783
2016-12-14,1.3527397260273972,0.6981252078330422,1.2783217078841682,1.1208206436215429,1.3527397260273972
2016-12-15,1.2252083814528876,0.6323085213535443,1.1578062213729443,1.2370193352161634,1.2370193352161634
2016-12-16,1.1097002247363597,0.572696790905625,1.048652493329451,1.1203976850572854,1.1203976850572854
2016-12-17,1.0050817537826962,0.518705035971223,0.9497893787978322,1.0147706967428831,1.0147706967428831
2016-12-18,0.9103263289208572,2.0462365591397846,0.8602467164437123,1.3065006915629322,2.0462365591397846
2016-12-19,0.8245040983061092,1.853324874294854,0.779145808188393,1.1833285937257072,1.853324874294854
2016-12-20,0.7467728731184177,1.6786001962177794,0.7056907963882543,1.0717687099375033,1.6786001962177794
2016-12-21,0.6763698630136986,1.5203479205524797,0.6391608539420841,1.929915048543689,1.929915048543689
2016-12-22,0.6126041907264438,1.8840425531914893,0.5789031106864722,1.7479697294850458,1.8840425531914893
2016-12-23,0.5548501123681797,3.0256000000000003,1.029976801507902,1.583177548411585,3.0256000000000003
2016-12-24,1.334,2.7403575185968765,0.9328743627685556,1.4339213703276894,2.7403575185968765
2016-12-25,1.2082353681280515,2.4820066531367098,0.8887095374468453,1.2987365177995172,2.4820066531367098
2016-12-26,1.0943273649141891,2.248012160606376,0.8049252587226384,1.1762963978147252,2.248012160606376
2016-12-27,0.9911581908543446,2.0360778114142284,0.7290398547888411,1.0653994836891871,2.0360778114142284
2016-12-28,1.0097560975609758,1.8441238560805304,0.6603086486737756,0.9649575242718448,1.8441238560805304
2016-12-29,0.91455999269575,1.6702666162857436,0.5980571688219606,0.8739848647425229,1.6702666162857436
2016-12-30,0.8283386277735664,1.5128,0.541674530384724,0.920496499045194,1.5128
2016-12-31,0.7502458971984107,1.3701787592984382,0.4906074404984831,1.1805111821086265,1.3701787592984382
2017-01-01,0.6795154631095068,1.2410033265683549,1.1111073137388927,1.069216913563941,1.2410033265683549
2017-01-02,0.615453235171528,1.124006080303188,1.0063561875900162,0.9684150608460774,1.124006080303188
2017-01-03,0.5574305593426323,1.9901098901098904,0.9890777290448344,0.8946104276508495,1.9901098901098904
2017-01-04,1.242372881355932,1.8024896219581703,1.1053650171484568,0.926962457337884,1.8024896219581703
2017-01-05,1.1252465184838023,1.6325575051976182,1.0011552536808364,0.8395718334951436,1.6325575051976182
2017-01-06,1.0191623999213535,1.4786459657291284,0.906770004860868,1.1100276625172891,1.4786459657291284
2017-01-07,0.9230795033367653,1.3392446422292292,0.8212830514471859,1.0053783219294583,1.3392446422292292
2017-01-08,0.8360549501690822,1.2129855647056622,0.7438554947545879,0.9105949377094466,1.2129855647056622
2017-01-09,0.7572347529931189,1.3504629629629632,0.6737275243919665,0.8247473836423638,1.3504629629629632
2017-01-10,0.6858454351889021,2.093129770992366,0.6102109621077425,1.1554958677685951,2.093129770992366
2017-01-11,0.621186440677966,1.895797165963078,0.5526825085742284,1.0465599513971746,1.895797165963078
2017-01-12,0.872093023255814,1.7170683558572089,0.5005776268404182,0.9478941140513052,1.7170683558572089
2017-01-13,0.7898752886022442,1.72992700729927,2.0455245901639345,0.9062317144528964,2.0455245901639345
2017-01-14,0.7154087407043355,1.566835827960189,1.8526800271452049,2.115823293172691,2.115823293172691
2017-01-15,0.6479626260771577,1.4191202874000743,1.6780161428945088,1.916351226027296,1.916351226027296
2017-01-16,0.5868750839966669,1.2853308267352437,1.5198189296364015,1.7356846544540725,1.7356846544540725
2017-01-17,0.5315466515426491,1.1641545461820015,1.3765359699679305,1.572050665238775,1.572050665238775
2017-01-18,0.4814343809624182,1.0544023213374476,1.246761202710425,1.4238434889285754,1.4238434889285754
2017-01-19,0.436046511627907,0.9549971340901224,1.1292211249809616,1.2896087421306943,1.2896087421306943
2017-01-20,0.3949376443011221,1.9522388059701488,1.0227622950819673,1.1680291553893802,1.9522388059701488
2017-01-21,0.3577043703521677,1.7681888848614775,0.9263400135726024,1.0579116465863454,1.7681888848614775
2017-01-22,0.3239813130385788,1.6014905159074484,0.8390080714472543,0.9581756130136478,1.6014905159074484
2017-01-23,2.8560000000000003,1.4505078583515885,0.7599094648182009,0.867842327227036,2.8560000000000003
2017-01-24,2.5867467851377177,1.632692307692308,0.6882679849839652,0.7860253326193875,2.5867467851377177
2017-01-25,2.342877776757814,2.2818965517241376,0.6233806013552126,1.6097097097097095,2.342877776757814
2017-01-26,2.1219998448875628,2.2375634517766496,0.5646105624904807,1.4579521766794676,2.2375634517766496
2017-01-27,1.9219454750790048,2.0266141685661423,0.5113811475409836,1.320501787783666,2.0266141685661423
2017-01-28,1.740751498203991,2.182352941176471,0.4631700067863012,1.1960097178984617,2.182352941176471
2017-01-29,1.5766398255262044,1.9766087025994672,0.9243874278383578,1.5757855822550833,1.9766087025994672
2017-01-30,1.4280000000000002,2.004424778761062,0.8372395683412451,1.7857226277372265,2.004424778761062
2017-01-31,1.843137254901961,2.833195592286501,0.758307689704764,1.8490800966363128,2.833195592286501
2017-02-01,1.669373028251122,2.56609229342208,0.6868172193588964,2.391868289191124,2.56609229342208
2017-02-02,1.5119906561709404,2.324170514837618,0.8251712438384227,2.1663717113228267,2.324170514837618
2017-02-03,1.3694457174399328,2.1153225806451608,0.7473771226145418,1.9621341245369808,2.1153225806451608
2017-02-04,1.2403393932102105,1.9158977188421185,0.6769171460814579,1.7771513090528868,1.9158977188421185
2017-02-05,1.1234047401492224,1.7352739022645434,0.6874556302394079,1.609607995586779,1.7352739022645434
2017-02-06,1.0174942576993955,1.5716786372605704,0.766623056408192,1.4578600517913396,1.5716786372605704
2017-02-07,0.9215686274509804,3.3323529411764707,0.6943486437592232,1.320418348092421,3.3323529411764707
2017-02-08,0.834686514125561,3.01819091650296,0.6914328107864008,1.195934144595562,3.01819091650296
2017-02-09,0.7559953280854701,2.7336469363431,1.0508263941458489,1.0831858556614131,2.7336469363431
2017-02-10,0.6847228587199664,2.4759287199884743,0.9517583322110066,0.9810670622684902,2.4759287199884743
2017-02-11,0.6201696966051052,2.242507232724205,1.2454588758335978,0.8885756545264434,2.242507232724205
2017-02-12,0.5617023700746113,2.0310918679612806,1.1280415767100125,0.905813234384663,2.0310918679612806
2017-02-13,0.5087471288496977,2.2062500000000003,1.021693950299827,0.820416481785618,2.2062500000000003
2017-02-14,0.4607843137254901,2.1004,0.925372388421825,0.7430706221053726,2.1004
2017-02-15,0.4173432570627805,4.103108808290156,0.8381316704500585,0.6730166466601387,4.103108808290156
2017-02-16,0.3779976640427351,3.7162827447180713,0.7591156876956561,0.6095671033236277,3.7162827447180713
2017-02-17,0.3423614293599832,3.542586750788644,0.6875490422599251,0.5520993504370115,3.542586750788644
2017-02-18,0.3100848483025525,3.208604652897057,0.6227294379167989,0.5000494467155329,3.208604652897057
2017-02-19,0.2808511850373056,3.197857142857143,0.6231075991433425,0.4529066171923315,3.197857142857143
2017-02-20,0.2543735644248489,2.8963748892210788,0.5643632979267936,0.410208240892809,2.8963748892210788
2017-02-21,0.230392156862745,2.6901515151515154,0.5111571941743184,0.3715353110526862,2.6901515151515154
2017-02-22,0.2086716285313902,2.436533887728132,1.1365317341329335,0.8050030018010808,2.436533887728132
2017-02-23,0.1889988320213675,4.678082191780822,1.029383686791093,1.0898239823982396,4.678082191780822
2017-02-24,0.8535519125683061,4.237049744467455,1.2166987247987464,0.987079370740417,4.237049744467455
2017-02-25,0.993877551020408,3.837596220227512,1.385421819181094,0.8940211445863216,3.837596220227512
2017-02-26,0.9001784173398419,3.47580171054978,1.254809326619868,0.8097361070041351,3.47580171054978
2017-02-27,0.8153128946443259,3.1481158615339018,1.136510501258672,1.2053361792956243,3.1481158615339018
2017-02-28,0.7384481824588712,2.851323033635811,1.0293644556744137,1.09170150098149,2.851323033635811
2017-03-01,0.6688299936856709,2.582510746024705,1.0607283245568495,0.988779883751362,2.582510746024705
2017-03-02,0.6057751526505913,2.339041095890411,0.9607267449061444,0.8955613394617233,2.339041095890411
2017-03-03,0.5486648909787211,2.118524872233728,1.2493416030534352,0.8111310979503644,2.118524872233728
2017-03-04,0.496938775510204,1.918798110113756,1.1315582546349006,1.1485418016850293,1.918798110113756
2017-03-05,0.4500892086699209,4.072340425531915,1.0248790887159929,1.040261489182434,4.072340425531915
2017-03-06,0.4076564473221629,4.977613104524181,0.9282572436593024,0.9421894477749424,4.977613104524181
2017-03-07,0.3692240912294356,4.508341980317682,1.168325294584529,0.8533632790695075,4.508341980317682
2017-03-08,0.3344149968428354,4.083312018168129,1.1631836278549974,0.7729113160670972,4.083312018168129
2017-03-09,0.3028875763252957,3.6983523234280846,1.0535229376326127,0.7552311435523114,3.6983523234280846
2017-03-10,0.2743324454893605,3.349685218114218,0.9542006554586852,0.7455422488356621,3.349685218114218
2017-03-11,0.248469387755102,3.0338891698810526,2.0308401811168872,1.395414320193081,3.0338891698810526
2017-03-12,0.2250446043349604,2.7478652159152497,1.839380010375563,2.1591947769314475,2.7478652159152497
2017-03-13,1.3864864864864863,2.4888065522620906,1.6659700029711375,1.9556338052218392,2.4888065522620906
2017-03-14,1.25577362099293,2.254170990158841,1.5089084556447705,1.7712638160238914,2.254170990158841
2017-03-15,1.137383885491671,3.17363184079602,1.366654095485374,1.604275553827229,3.17363184079602
2017-03-16,1.0301555004422358,2.8744334598703785,1.2378109551442875,1.4530303331014065,2.8744334598703785
2017-03-17,0.9330362146221604,2.6034424059565784,3.3751536071798407,1.3160439575832104,3.3751536071798407
2017-03-18,1.6911764705882353,2.3579993956230334,3.056956492548468,1.191972155594639,3.056956492548468
2017-03-19,1.5317385498580776,2.135695852935771,2.8749433249370275,1.0795973884657235,2.8749433249370275
2017-03-20,1.3873318520717406,1.934350273674216,2.603904202813024,0.9778169026109196,2.603904202813024
2017-03-21,1.9285714285714288,1.751986817842102,2.358417655963999,0.8856319080119456,2.358417655963999
2017-03-22,1.7467527810803916,1.58681592039801,2.1360746812244065,1.0879921741257033,2.1360746812244065
2017-03-23,1.582075329443302,1.4372167299351892,1.934693387419926,4.040413556833475,4.040413556833475
2017-03-24,1.4329230645249145,1.301721202978289,1.7522975840811252,3.65949817183678,3.65949817183678
2017-03-25,1.297832328609772,3.718987341772152,1.587097388734748,3.314494093563076,3.718987341772152
2017-03-26,1.1754774522686011,3.36837484254096,1.4374716624685138,3.002015735603025,3.36837484254096
2017-03-27,1.0646577453283192,3.63348623853211,1.301952101406512,2.718996692228279,3.63348623853211
2017-03-28,0.9642857142857144,3.2909344700157823,1.1792088279819992,2.462659647206438,3.2909344700157823
2017-03-29,0.8733763905401958,2.980677227035092,1.0680373406122032,2.230489119502676,2.980677227035092
2017-03-30,0.7910376647216508,2.699669900058204,0.967346693709963,2.0202067784167377,2.699669900058204
2017-03-31,0.7164615322624572,2.445154914183691,0.8761487920405627,1.8297490859183896,2.445154914183691
2017-04-01,0.648916164304886,2.2146346685673506,1.4393334795001098,1.6572470467815377,2.2146346685673506
2017-04-02,0.5877387261343008,2.005847027020704,1.3036383931505582,1.5010078678015124,2.005847027020704
2017-04-03,0.5323288726641595,1.816743119266055,1.180736142319435,1.3594983461141394,1.816743119266055
2017-04-04,0.4821428571428571,1.6454672350078912,1.1653554102510018,1.3768527587332682,1.6454672350078912
2017-04-05,0.4366881952700979,1.4903386135175458,1.0554899723423057,1.3893022062596203,1.4903386135175458
2017-04-06,0.3955188323608254,1.3498349500291018,1.3643461253832327,1.258323885023393,1.3643461253832327
2017-04-07,0.3582307661312287,1.2225774570918455,2.593238576362132,1.1396937199741826,2.593238576362132
2017-04-08,0.4472843450479234,1.1073173342836755,2.348757545693227,1.032247572193579,2.348757545693227
2017-04-09,0.4051160159646867,2.6754966887417218,2.1273252907527698,0.9349310535146902,2.6754966887417218
2017-04-10,0.3669231624315314,2.700544959128065,1.926768857421879,1.5207083128381702,2.700544959128065
2017-04-11,0.3323309911807872,2.445947475890893,1.745120149733725,1.3773415053803708,2.445947475890893
2017-04-12,0.3010000430807187,2.2153525104609537,1.5805966165976069,1.247490795195875,2.2153525104609537
2017-04-13,0.2726228619626623,2.0064971934109392,1.431583759307918,1.1298819341603024,2.0064971934109392
2017-04-14,0.2469209774989357,1.8173319903514007,1.302549819551232,1.0233608055932593,1.8173319903514007
2017-04-15,0.2236421725239617,1.646000589485089,1.550263040570664,0.92688209870599,1.646000589485089
2017-04-16,0.2025580079823433,1.4908216852889855,1.4041099216785673,0.8394990507806096,1.4908216852889855
2017-04-17,0.1834615812157657,3.743928571428572,1.2943336310409843,2.423851851851852,3.743928571428572
2017-04-18,0.1661654955903936,3.39096470445662,1.278075187969925,2.1953399808921152,3.39096470445662
2017-04-19,1.106432748538012,3.071276977510025,1.1575829424529018,1.9883713717986613,3.071276977510025
2017-04-20,1.002122323267434,2.781728238039756,1.0484502643278373,1.800915004782934,2.781728238039756
2017-04-21,0.9076459026704392,2.5194770927437484,0.9496062152054704,1.63113133715985,2.5194770927437484
2017-04-22,2.0733333333333333,5.611320754716983,1.4505504494495507,1.5957582184517496,5.611320754716983
2017-04-23,1.8778670639071664,5.082305995322376,2.1577858585858585,1.4453159808953624,5.082305995322376
2017-04-24,1.7008286381225026,4.603164808993804,1.954357714535224,1.30905688623573,4.603164808993804
2017-04-25,1.5404807464053032,4.169195298012534,1.7701080304912769,1.1856437997313254,4.169195298012534
2017-04-26,1.3952498663622093,3.776138842347763,1.6032287315195264,1.5467131839882484,3.776138842347763
2017-04-27,1.263710821525306,3.420138309060482,2.459207379569525,1.4008947325671304,3.420138309060482
2017-04-28,1.144572795841852,3.097700201571622,2.22736231900855,1.2688235104287071,3.097700201571622
2017-04-29,1.5373983739837398,2.805660377358492,2.0173747612157764,1.9625,2.805660377358492
2017-04-30,1.3924580887179248,2.541152997661188,1.8271840609218768,1.995744680851064,2.541152997661188
2017-05-01,1.261182242447515,2.301582404496901,1.6549238429427675,2.202976190476191,2.301582404496901
2017-05-02,1.142282601934134,2.084597649006267,1.4989036871078294,1.9952876675242377,2.084597649006267
2017-05-03,1.0345923838486932,1.888069421173881,1.3575925398659838,1.807179257490636,1.888069421173881
2017-05-04,0.9370548049189686,1.710069154530241,1.2296036897847624,1.636805019076145,1.710069154530241
2017-05-05,0.8487127115273086,1.9617886178861788,1.113681159504275,1.4824930395631997,1.9617886178861788
2017-05-06,0.7686991869918699,2.0816438356164384,1.0086873806078882,1.342729028038918,2.0816438356164384
2017-05-07,0.6962290443589624,1.885394082486894,0.9135920304609384,1.7614397321428572,1.885394082486894
2017-05-08,0.6305911212237574,1.707646036971516,0.8274619214713839,1.595377648576463,1.707646036971516
2017-05-09,0.571141300967067,1.54665542587158,0.7494518435539148,1.4449712897534093,1.54665542587158
2017-05-10,0.5172961919243466,1.494,0.6787962699329917,1.308744691311601,1.494
2017-05-11,0.4685274024594844,5.069272237196766,0.6148018448923812,1.1853610374006789,5.069272237196766
2017-05-12,0.4243563557636542,5.242329545454546,0.5568405797521375,1.0736095422702083,5.242329545454546
2017-05-13,0.3843495934959349,4.748101925188032,0.7835462726363738,0.9723935686136688,4.748101925188032
2017-05-14,0.3481145221794812,4.300468273979814,0.7096764011725425,0.8807198660714286,4.300468273979814
2017-05-15,0.3152955606118787,3.928412256267409,0.6427707105116174,0.7976888242882315,3.928412256267409
2017-05-16,0.2855706504835335,3.55805594348576,0.582172643206097,1.8557830092118728,3.55805594348576
2017-05-17,0.2586480959621732,3.2226154667898936,0.52728753963883,1.680826587182077,3.2226154667898936
2017-05-18,0.2342637012297421,2.9187990890944824,0.477576802522381,1.522364415534747,2.9187990890944824
2017-05-19,0.5462264150943398,2.643625406224808,0.5230889766998229,1.378841476783112,2.643625406224808
2017-05-20,0.4947301901969831,2.3943940898670912,0.4737740647126209,1.2488493547910566,2.3943940898670912
2017-05-21,2.306666666666666,2.168659388766264,0.4291083819247203,1.941638795986622,2.306666666666666
2017-05-22,2.089202585568745,1.9642061281337049,0.3886536160432136,1.7585882049779633,2.089202585568745
2017-05-23,1.892240221190952,3.1058103975535167,0.3520127772520768,1.592794952943927,3.1058103975535167
2017-05-24,1.713846746804614,2.813005973781112,0.3188263024804654,1.4426320812014304,2.813005973781112
2017-05-25,1.5522715555026507,2.547806078169288,0.2887685269463198,1.3066260147704252,2.547806078169288
2017-05-26,1.405929081182495,2.476291079812207,0.5163940486091859,1.1834421019204149,2.476291079812207
2017-05-27,1.2733832391037971,2.5651515151515154,0.8248069761104551,1.0718715169955382,2.5651515151515154
2017-05-28,1.153333333333333,2.76404958677686,0.911386742578284,1.154744525547445,2.76404958677686
2017-05-29,1.0446012927843724,2.5034651199426747,0.8254645400495493,1.0458794429675184,2.5034651199426747
2017-05-30,0.9461201105954756,2.26744760179136,0.7476427679335981,1.1004036908881198,2.26744760179136
2017-05-31,0.856923373402307,2.053680950420878,1.0424437037639216,1.0154107008289373,2.053680950420878
2017-06-01,0.7761357777513254,1.86006743564418,0.9441659311618976,0.9196815006875666,1.86006743564418
2017-06-02,0.7029645405912476,1.6847070935896151,0.8551534268450973,1.7512544802867385,1.7512544802867385
2017-06-03,0.6366916195518983,2.3312807881773403,0.7745326952699781,1.5861526249438884,2.3312807881773403
2017-06-04,3.079385964912281,2.1114961778960293,1.102066303360581,2.27843137254902,3.079385964912281
2017-06-05,2.7890727398231974,1.9124320553232248,0.998167530541524,2.0636292115189407,2.7890727398231974
2017-06-06,2.52612918181124,2.9770114942528734,0.904063953311324,1.869077811138972,2.9770114942528734
2017-06-07,2.2879749789540607,2.696349759130481,0.8832760364004044,1.6928680038991513,2.696349759130481
2017-06-08,2.072273081682406,2.442147783976761,0.9662449714164728,1.5332706116066648,2.442147783976761
2017-06-09,1.876906768896847,2.211911039577412,0.9931957917748324,1.3887194766525497,2.211911039577412
2017-06-10,1.699958876206982,2.00338017179184,1.342573051948052,1.2577960930284022,2.00338017179184
2017-06-11,1.5396929824561405,2.7257861635220126,1.2160001841523662,1.13921568627451,2.7257861635220126
2017-06-12,1.394536369911599,2.4688090320250136,1.1013601425360664,1.0318146057594704,2.4688090320250136
2017-06-13,1.2630645909056195,2.236058762853524,0.9975279439719844,1.0245050593928728,2.236058762853524
2017-06-14,1.1439874894770303,4.801075268817204,0.9034846646199468,0.9279184764502242,4.801075268817204
2017-06-15,1.036136540841203,4.348447484879939,0.818307441045825,0.8404377226286787,4.348447484879939
2017-06-16,0.9384533844484236,3.938491789864627,0.7411604139984455,1.1642074198988197,3.938491789864627
2017-06-17,0.8499794381034909,3.5671852155895025,1.6006179632608146,1.515869980879541,3.5671852155895025
2017-06-18,0.7698464912280703,3.230884064571758,2.782687591956842,1.372959313629876,3.230884064571758
2017-06-19,0.6972681849557993,2.926288153775797,2.520346002288857,1.2435217404261096,2.926288153775797
2017-06-20,0.63153229545281,2.650408429329877,2.2827370164059526,1.1262870673305665,2.650408429329877
2017-06-21,2.0762711864406778,2.400537634408602,2.067528935050057,1.2081048867699642,2.400537634408602
2017-06-22,1.88052794698862,2.174223742439969,1.8726098830251905,1.094209184860424,2.174223742439969
2017-06-23,1.7032386628972145,1.9692458949323133,1.696067084990381,0.9910511523830056,1.9692458949323133
2017-06-24,1.5426635628752217,4.5069444444444455,2.542347172278522,1.007710843373494,4.5069444444444455
2017-06-25,1.3972268948937594,4.332584269662922,2.400956151490252,0.9127075575787128,4.332584269662922
2017-06-26,3.918055555555556,3.924124100451264,2.201082876118972,0.8266608334515523,3.924124100451264
2017-06-27,3.548675634567335,3.5541720592870254,1.993572847907014,2.417465171593612,3.5541720592870254
2017-06-28,3.214119499024371,3.219097740961839,2.096878032999029,2.3441386010362697,3.219097740961839
2017-06-29,2.911104090038425,2.96115107913669,1.899192055562374,2.1231418032730383,2.96115107913669
2017-06-30,2.636655863483248,2.8689189189189195,2.165943477019697,1.9229797738123344,2.8689189189189195
2017-07-01,2.388081610076962,2.598447755719289,1.9772538141470184,2.689668615984405,2.689668615984405
2017-07-02,2.1629420264401564,2.3534756227083995,1.7966876857287817,2.9490209790209785,2.9490209790209785
2017-07-03,1.959027777777778,3.2358490566037736,1.6273025542561106,2.6709980871100143,3.2358490566037736
2017-07-04,1.7743378172836677,2.9307850645520754,1.4738864323068592,2.4191861746991674,2.9307850645520754
2017-07-05,1.6070597495121852,5.650724637681159,1.334933820177825,2.191114166685113,5.650724637681159
2017-07-06,1.4555520450192123,5.117995024586916,1.209081151161275,1.9845439518705967,5.117995024586916
2017-07-07,1.318327931741624,4.635489207353304,1.095093410622212,1.7974484199810112,4.635489207353304
2017-07-08,1.1940408050384812,4.475706214689266,1.0560372171706491,1.627991569270571,4.475706214689266
2017-07-09,1.081471013220078,4.053753032937101,0.9564778979348594,1.4745104895104892,4.053753032937101
